epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma,sens_squamous_cell_carcinoma,spec_squamous_cell_carcinoma
0,1.3457843983005695,0.8535079216957092,0.839921478828078,5.5e-05,37.8,0.37339055793991416,0.894659839063643,0.3108108108108108,0.9692005242463958,0.2222222222222222,0.9764780673871583
1,1.2967408082505958,0.8404825484752655,0.8468719317615109,0.0001,40.1,0.38197424892703863,0.8910021945866862,0.35135135135135137,0.9659239842726082,0.25925925925925924,0.9732994278448824
2,1.296860631527872,0.8657129263877869,0.8379429543919532,9.698764640825613e-05,38.4,0.4248927038626609,0.8595464520848574,0.2972972972972973,0.9692005242463958,0.2962962962962963,0.9764780673871583
3,1.2901425866416374,0.8537260794639587,0.8430151055468451,8.831391993379295e-05,38.0,0.36909871244635195,0.8931967812728603,0.2702702702702703,0.9711664482306684,0.3333333333333333,0.9682136045772409
4,1.287815368822255,0.8350730311870574,0.852368766622047,7.502500000000001e-05,37.7,0.4248927038626609,0.852962692026335,0.33783783783783783,0.9659239842726082,0.25925925925925924,0.9821996185632549
5,1.225900806537508,0.8388234770298004,0.8491046541960577,5.872372647446318e-05,37.6,0.41201716738197425,0.8749085588880761,0.3108108108108108,0.9646133682830931,0.3333333333333333,0.9663064208518753
6,1.259404643972848,0.8482697176933288,0.8467741729615108,4.1376273525536834e-05,37.6,0.3605150214592275,0.8858814923189466,0.4189189189189189,0.9515072083879423,0.3333333333333333,0.9701207883026065
7,1.2359403070474102,0.8346445715427399,0.8484212267746822,2.507500000000001e-05,37.7,0.3776824034334764,0.8939283101682517,0.40540540540540543,0.9560943643512451,0.25925925925925924,0.9739351557533376
8,1.2231861617368736,0.8406003713607788,0.8463577561451165,1.1786080066207056e-05,37.5,0.34763948497854075,0.9034381858083395,0.43243243243243246,0.9567496723460026,0.2962962962962963,0.9771137952956135
9,1.257241102384387,0.8327011001110077,0.8482836195785586,3.1123535917438795e-06,37.6,0.39914163090128757,0.8756400877834675,0.40540540540540543,0.9587155963302753,0.37037037037037035,0.9688493324856962
10,1.2541869028175108,0.832119003534317,0.8502595518098937,0.0001,37.6,0.3776824034334764,0.8595464520848574,0.4864864864864865,0.95478374836173,0.3333333333333333,0.9745708836617928
11,1.2270330077118308,0.8337448298931122,0.8476994774895027,9.698764640825613e-05,37.7,0.3648068669527897,0.9063643013899049,0.4189189189189189,0.9593709043250328,0.3333333333333333,0.9815638906547998
12,1.224986840204672,0.8068484473228454,0.8542041684233255,8.831391993379295e-05,37.6,0.34334763948497854,0.9144111192392099,0.3108108108108108,0.9705111402359109,0.25925925925925924,0.9764780673871583
13,1.232668599999358,0.823113808631897,0.8557609147786893,7.502500000000001e-05,37.6,0.38626609442060084,0.8873445501097293,0.4189189189189189,0.9560943643512451,0.25925925925925924,0.9764780673871583
14,1.1875121433784397,0.8035489857196808,0.8599965072665896,5.872372647446318e-05,37.7,0.38197424892703863,0.8924652523774689,0.40540540540540543,0.9626474442988204,0.3333333333333333,0.9752066115702479
15,1.1891622403924766,0.803757735490799,0.8609560190383269,4.1376273525536834e-05,37.7,0.34763948497854075,0.908558888076079,0.36486486486486486,0.9685452162516383,0.25925925925925924,0.9828353464717101
16,1.2073738188369914,0.8042423415184021,0.8590161497276625,2.507500000000001e-05,37.6,0.33905579399141633,0.9063643013899049,0.44594594594594594,0.9659239842726082,0.2222222222222222,0.9809281627463445
17,1.192749841007225,0.808642544746399,0.8613900461199528,1.1786080066207056e-05,37.6,0.37339055793991416,0.888807607900512,0.43243243243243246,0.9639580602883355,0.2962962962962963,0.9777495232040686
18,1.1652185801364237,0.8166991090774536,0.858869863150347,3.1123535917438795e-06,37.5,0.38197424892703863,0.880760790051207,0.43243243243243246,0.9593709043250328,0.2222222222222222,0.9802924348378894
19,1.1810319889174639,0.8019955515861511,0.8567356179432593,0.0001,37.6,0.4034334763948498,0.8924652523774689,0.33783783783783783,0.9678899082568807,0.2962962962962963,0.9815638906547998
