epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma,sens_squamous_cell_carcinoma,spec_squamous_cell_carcinoma
0,0.9816431801189772,0.9455476194620133,0.8601818988907383,5.5e-05,103.5,0.27467811158798283,0.9341623994147769,0.6891891891891891,0.9495412844036697,0.07407407407407407,0.9936427209154481
1,0.9750812381685618,0.9396036177873611,0.8662115606904527,0.0001,95.2,0.27896995708154504,0.9385515727871251,0.6216216216216216,0.953473132372215,0.037037037037037035,0.9936427209154481
2,0.9711917979399469,0.9427803334593773,0.8626635475898603,9.698764640825613e-05,114.9,0.2832618025751073,0.936356986100951,0.581081081081081,0.95478374836173,0.07407407407407407,0.9910998092816274
3,0.9548778534254929,0.9281175836920739,0.8656397993919762,8.831391993379295e-05,96.0,0.3562231759656652,0.9217264081931237,0.5405405405405406,0.9619921363040629,0.1111111111111111,0.9872854418308964
4,0.9536452208759796,0.914753624200821,0.8823637421151862,7.502500000000001e-05,95.0,0.38197424892703863,0.9122165325530358,0.6081081081081081,0.9626474442988204,0.1111111111111111,0.9910998092816274
5,0.9501965809571048,0.9300769352912903,0.8634512815014644,5.872372647446318e-05,95.9,0.3905579399141631,0.9129480614484272,0.6486486486486487,0.944954128440367,0.07407407407407407,0.9885568976478067
6,0.9416548204917039,0.9267992013692856,0.8671805507585651,4.1376273525536834e-05,113.1,0.38197424892703863,0.9202633504023409,0.6891891891891891,0.9442988204456094,0.07407407407407407,0.9866497139224412
7,0.9310839355351217,0.913370313346386,0.8712299256012697,2.507500000000001e-05,119.0,0.351931330472103,0.9246525237746891,0.6891891891891891,0.9560943643512451,0.1111111111111111,0.9917355371900827
8,0.933484865616251,0.9145969983935356,0.8733514230816811,1.1786080066207056e-05,95.1,0.38197424892703863,0.9202633504023409,0.6486486486486487,0.9600262123197904,0.07407407407407407,0.9879211697393515
9,0.9334004695592754,0.9215660810470581,0.8679180070505857,3.1123535917438795e-06,95.2,0.36909871244635195,0.9231894659839064,0.5945945945945946,0.9626474442988204,0.1111111111111111,0.9898283534647171
10,0.9382594444491443,0.9194152861833572,0.8682331046778091,0.0001,97.2,0.3261802575107296,0.9319678127286027,0.6216216216216216,0.9600262123197904,0.07407407407407407,0.9917355371900827
11,0.9393257942522283,0.9138416862487793,0.8690516817739822,9.698764640825613e-05,157.8,0.33476394849785407,0.9392831016825165,0.6621621621621622,0.9554390563564875,0.07407407407407407,0.993006993006993
12,0.9342234723454582,0.9069432765245438,0.8645114391869069,8.831391993379295e-05,101.7,0.3776824034334764,0.9297732260424286,0.7162162162162162,0.9554390563564875,0.1111111111111111,0.9904640813731723
