epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma
0,1.1835596782113442,1.0708956307046469,0.8149798014117229,0.001,73.3,0.31221719457013575,0.9025974025974026,0.22666666666666666,0.9879912663755459
1,1.0668235495428726,0.9525516658690575,0.8293286581117404,0.0005000499999999999,42.2,0.3212669683257919,0.8935064935064935,0.4266666666666667,0.9508733624454149
2,0.9945231861721685,0.9220766205600003,0.8252937115945338,0.001,42.5,0.3936651583710407,0.8844155844155844,0.3333333333333333,0.9716157205240175
3,0.9863654032710514,0.9562783764541811,0.8150154864576713,0.0005000499999999999,42.1,0.2579185520361991,0.9402597402597402,0.4266666666666667,0.9290393013100436
4,0.9698847417806672,0.9196272515865677,0.8336755762471143,0.001,42.1,0.2986425339366516,0.9454545454545454,0.4666666666666667,0.9301310043668122
