epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma,sens_squamous_cell_carcinoma,spec_squamous_cell_carcinoma
0,1.583634782481838,1.5402085709571838,0.6809785529806303,0.001,8.8,0.21030042918454936,0.8683247988295537,0.0,1.0,0.0,0.9949141767323586
1,1.3518969400508984,1.0942215102910995,0.8311522985899027,0.0008535680352542143,8.4,0.07725321888412018,0.9875640087783467,0.4189189189189189,0.9233289646133683,0.14814814814814814,0.9764780673871583
2,1.1551020451494165,1.2770452308654785,0.80645959793,0.0005000499999999999,8.4,0.2317596566523605,0.9319678127286027,0.40540540540540543,0.9462647444298821,0.1111111111111111,0.9758423394787031
3,1.1266957553657326,1.004345811009407,0.8364015625239477,0.0001465319647457856,8.4,0.30042918454935624,0.8997805413313826,0.44594594594594594,0.9475753604193972,0.14814814814814814,0.9707565162110616
4,0.9827537794370909,1.0078963565826415,0.8400496188245044,0.001,8.4,0.3905579399141631,0.8705193855157278,0.40540540540540543,0.95478374836173,0.14814814814814814,0.9783852511125238
5,1.0442301808176815,1.063890165090561,0.8386856443451919,0.0008535680352542143,8.4,0.3648068669527897,0.8639356254572056,0.4594594594594595,0.9226736566186108,0.2222222222222222,0.9465988556897648
6,0.9730962047705779,1.1808758616447448,0.822056338867845,0.0005000499999999999,8.4,0.3605150214592275,0.8690563277249451,0.4189189189189189,0.927916120576671,0.25925925925925924,0.940241576605213
7,0.8948016424436827,1.1587573510408402,0.8294597806035751,0.0001465319647457856,8.4,0.3776824034334764,0.8836869056327725,0.3918918918918919,0.936435124508519,0.3333333333333333,0.9268912905276542
8,0.8754722419622782,1.0284528887271882,0.8399075699320765,0.001,8.4,0.3648068669527897,0.8763716166788588,0.3918918918918919,0.9403669724770642,0.18518518518518517,0.951048951048951
9,0.9160228532713812,1.1269216567277909,0.8385654843200765,0.0008535680352542143,8.4,0.47639484978540775,0.783467446964155,0.44594594594594594,0.9554390563564875,0.14814814814814814,0.9713922441195169
