epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma,sens_squamous_cell_carcinoma,spec_squamous_cell_carcinoma
0,0.9339535477999095,1.0229294341802597,0.8371212363395819,5.5e-05,9.1,0.2918454935622318,0.9173372348207754,0.43243243243243246,0.9410222804718218,0.14814814814814814,0.9777495232040686
1,0.965862662405581,1.015270661711693,0.8403813304036942,0.0001,9.0,0.3218884120171674,0.8939283101682517,0.44594594594594594,0.9416775884665793,0.1111111111111111,0.9809281627463445
2,0.9612864175358334,0.9970621812343597,0.8419439437185781,9.698764640825613e-05,9.1,0.351931330472103,0.8917337234820776,0.3918918918918919,0.9456094364351245,0.18518518518518517,0.9643992371265099
3,0.9495827668421978,1.0292697495222092,0.8406272963728151,8.831391993379295e-05,9.0,0.2875536480686695,0.916605705925384,0.44594594594594594,0.9338138925294889,0.1111111111111111,0.9732994278448824
4,0.9252104598122675,1.0547907572984696,0.8383494927046862,7.502500000000001e-05,9.0,0.38626609442060084,0.8719824433065106,0.4189189189189189,0.9370904325032765,0.18518518518518517,0.9707565162110616
5,0.8926532751805073,1.0444618022441865,0.8405690362285224,5.872372647446318e-05,9.1,0.34763948497854075,0.8917337234820776,0.43243243243243246,0.9357798165137615,0.14814814814814814,0.972027972027972
6,0.9008640582497055,1.0205941182374954,0.8417344601460086,4.1376273525536834e-05,9.1,0.31759656652360513,0.8997805413313826,0.43243243243243246,0.9403669724770642,0.14814814814814814,0.972027972027972
7,0.8742965153745703,1.0096681946516037,0.8455505569552093,2.507500000000001e-05,9.0,0.34334763948497854,0.888807607900512,0.4189189189189189,0.9429882044560943,0.18518518518518517,0.9739351557533376
8,0.8810777374216028,1.0365982776880265,0.8413039518446948,1.1786080066207056e-05,9.0,0.34763948497854075,0.8953913679590344,0.4189189189189189,0.9456094364351245,0.18518518518518517,0.9713922441195169
9,0.8728940712439047,1.0362247413396835,0.842221826461135,3.1123535917438795e-06,9.1,0.3776824034334764,0.880760790051207,0.43243243243243246,0.9528178243774574,0.18518518518518517,0.9618563254926892
10,0.8701185616287025,1.0208169150352477,0.84507886439601,0.0001,9.1,0.34763948497854075,0.8873445501097293,0.4189189189189189,0.944954128440367,0.18518518518518517,0.9707565162110616
11,0.894652550284927,1.0211158448457718,0.8400950163839591,9.698764640825613e-05,9.1,0.33476394849785407,0.8983174835405998,0.43243243243243246,0.9482306684141546,0.18518518518518517,0.9529561347743166
12,0.8429276524363337,0.9800068932771683,0.8481212755353724,8.831391993379295e-05,9.1,0.41201716738197425,0.8661302121433797,0.40540540540540543,0.9574049803407602,0.14814814814814814,0.9713922441195169
13,0.8786741060179633,0.960280510187149,0.8521126545402381,7.502500000000001e-05,9.1,0.41201716738197425,0.8661302121433797,0.4189189189189189,0.9521625163826999,0.1111111111111111,0.9713922441195169
14,0.8526482356561197,1.028537206351757,0.8445060581631716,5.872372647446318e-05,9.0,0.3948497854077253,0.8800292611558157,0.43243243243243246,0.9416775884665793,0.14814814814814814,0.9561347743165926
15,0.8422351350655427,0.9606684666872024,0.8542621096425904,4.1376273525536834e-05,9.1,0.4034334763948498,0.8756400877834675,0.43243243243243246,0.9521625163826999,0.18518518518518517,0.965034965034965
16,0.8378568211117307,1.0016422000527383,0.8495573353323338,2.507500000000001e-05,9.1,0.39914163090128757,0.8734455010972934,0.43243243243243246,0.9488859764089121,0.14814814814814814,0.965034965034965
17,0.833835468098924,0.9785408380627633,0.8511753336426633,1.1786080066207056e-05,9.1,0.36909871244635195,0.8968544257498171,0.44594594594594594,0.9456094364351245,0.14814814814814814,0.9656706929434202
18,0.8201546081014581,1.0179496464133262,0.8455244510035216,3.1123535917438795e-06,9.1,0.3776824034334764,0.8800292611558157,0.43243243243243246,0.9501965923984272,0.14814814814814814,0.9643992371265099
19,0.8194308917264681,0.9883739799261093,0.8507469535824657,0.0001,9.1,0.3776824034334764,0.8910021945866862,0.43243243243243246,0.9495412844036697,0.14814814814814814,0.9656706929434202
