epoch,train_loss,val_loss,val_auc_macro,lr,time_sec,sens_melanoma,spec_melanoma,sens_basal_cell_carcinoma,spec_basal_cell_carcinoma,sens_squamous_cell_carcinoma,spec_squamous_cell_carcinoma
0,1.2029738087184623,1.1183223658800125,0.8170976826485736,0.001,121.1,0.24034334763948498,0.9546452084857352,0.40540540540540543,0.973132372214941,0.0,1.0
1,1.1512153030000751,1.0860087808966636,0.8157928433139714,0.0008535680352542143,110.6,0.19742489270386265,0.964155084125823,0.6621621621621622,0.8787680209698558,0.07407407407407407,0.9841068022886205
2,1.0951126253692718,0.999586537182331,0.8336833271713888,0.0005000499999999999,160.6,0.4248927038626609,0.8727139722019019,0.5135135135135135,0.9613368283093053,0.037037037037037035,0.9879211697393515
3,1.0470794343421383,0.9899702373147011,0.8371505259327061,0.0001465319647457856,162.3,0.3218884120171674,0.9217264081931237,0.5405405405405406,0.9652686762778506,0.0,1.0
4,1.0278336172605311,0.9821791452169418,0.8413134295104912,0.001,132.5,0.3605150214592275,0.9253840526700805,0.5675675675675675,0.9469200524246396,0.07407407407407407,0.9968213604577241
5,1.0683427541270323,0.9988809522986412,0.8501418201715042,0.0008535680352542143,97.2,0.3648068669527897,0.9063643013899049,0.40540540540540543,0.9868938401048493,0.1111111111111111,0.9879211697393515
6,1.0667193633074419,1.0038343626260757,0.8291295823166702,0.0005000499999999999,97.3,0.2575107296137339,0.9465983906364301,0.581081081081081,0.9659239842726082,0.0,1.0
7,1.0247008106010678,0.9912206035852432,0.8360879630482196,0.0001465319647457856,110.3,0.27896995708154504,0.9487929773226043,0.6621621621621622,0.9325032765399738,0.25925925925925924,0.9771137952956135
8,0.9989067453149973,0.9666443535685539,0.8594479821267609,0.001,133.8,0.27467811158798283,0.9495245062179956,0.7027027027027027,0.9318479685452162,0.07407407407407407,0.9949141767323586
9,1.0436050353478203,0.9889039784669876,0.8414580000097404,0.0008535680352542143,116.3,0.3648068669527897,0.9092904169714704,0.5405405405405406,0.9600262123197904,0.037037037037037035,1.0
